reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,pos_review
A3RLH254EBGJPA,B001UV4XFG,LADYBUG,"[0, 0]",Again it was Okay but unlike the beginning of the series it was a little lame  The excitement was lost along the way,3,Eclipse,1354060800,"11 28, 2012",Again beginning series little lame excitement way 
A12OIUTGQL434A,B00BEIYMIS,Howard Berry,"[0, 0]",I chose this rating because its one of those scary movies you can actually see happening It wasnt over the top but very well done,4,Nice movie,1383868800,"11 8, 2013",rating scary actually see top very well 
A36IGTHRGGB5IE,B00BEIYSL4,Steve McArthur,"[0, 0]",A true Disney collector when it comes to movies both new and old this one really captured your heart and the story of the battle to produce a film that is beloved now for  years  Tom Hanks as Walt Disney was amazing and truly took me back to an earlier day when things were simpler and more enjoyable  Thank you Disney,5,Disney did it again,1395619200,"03 24, 2014",true collector new old really heart story battle produce film now truly day enjoyable 
A1216492GJ6S6Q,B007K3JCAE,Nannette S. Weems,"[1, 2]",iT WAS ANOTHER GREAT MOVIE JUST NEEDED A LITTLE MORE SHERLOCK GOING ON tHE FIRST KEPT YOU MORE ON TRACK I THINK THIS ONE KIND OF LEFT A PERSON GUESSING WHAT WAS COMING NEXT,4,AWESOME MOVIE,1346976000,"09 7, 2012",iT tHE 
A2CFMATPG28GU9,0790747324,designerpens,"[0, 1]",I have seen this movie multiple times but I always enjoy watching it Rod Taylor is perfect in this film and while the special effects are not the most current technology they make the film just that much more fun to watch,5,classic SciFi - a must see,1388880000,"01 5, 2014",movie multiple always perfect film special not current technology film just that much fun watch 
A328DJ95N6OXN9,630426786X,R. Larson,"[0, 5]",Im an admirer of John Waters films  This is more mainstream than many of his other films probably Pink Flamingos defines a new standard of tastelessness  This is fun to watch Id recommend it highly,5,dead man disc,1385251200,"11 24, 2013",admirer mainstream many other probably new standard tastelessness fun watch recommend highly 
A1WUMTJOASEL5F,B000M7XR9W,"Robert ""Supermandisco""","[0, 0]",Men In Tights w Spaceballs what a combo package I really do appreciate these multi film similar themed DVD combos and as long as marketing continues with this sort of series I will only be too happy to buy The other reviewers state the content best but this reviewer bought this item looking for Spaceballs and found the double feature instead Thanks The quality was great the selections outstanding great extras and easy to use dvd discsSpaceballs I liked because it is of course a pun on George Lucass original Star Wars movies and to me they are the greatest scifi films in history The momentum of comedy sequences actually parallels with the non stop action of Star Wars and at times once again I find myself believing the action no matter how comedic it is in Spaceballs The effects are very good and the altered premise of a flying RV actually works in place of the FalconThe characters of Luke  Han are actually rolled into one with Bill Pullman who looks like he is really into his character with John Candy splendidly as his space pal dog in guise of ChewbaccaThere are no John Williams mock overtures and it is unecessary thankfully to distract from the comedy line and outrageous twists The sight gags are clever and inventive even original and this only goes to show how wonderful Mel Brooks really is as director and starAs for Men In Tights I know this is a favored film of Mels by his following but Carey Elwes steals the show with his believable funny Robin Hood as well as looks great in the role,5,Tights with Spaceballs,1295308800,"01 18, 2011",Men w combo package really appreciate film similar as long marketing sort series only be too happy buy other state content item double feature instead quality great outstanding great easy use dvd course pun original scifi history momentum comedy actually non stop action once again action matter comedic very good altered premise actually place actually really character splendidly space pal dog guise mock unecessary thankfully distract comedy line outrageous sight clever inventive even original only show wonderful really director starAs favored film show believable funny as well great role 
A288A77P2UX82K,0767726227,rick frame,"[0, 0]",This is a great collection to have around for cold wintery nights when in seems that theres nothing on cable,4,Good old Mel,1387152000,"12 16, 2013",great collection have cold wintery nothing cable 
A1781J6FHG6YED,B0009KA83K,"Richard A Schauer ""Jack Shadow""","[11, 13]",This set includes THE EAGLES BROOD from  A very early film in the Hoppy series but if you are looking for the more gritty Hoppy features from the s THE EAGLES BROOD is the only one The rest of the films range from  to  about the last of the Hoppy features before television revived Hoppy into the phenomenon it became in the s The set is interesting as you see the Hoppy character in the second film versus the second to last film in the feature series HOPPY SERVES A WRIT is also included making this a worthwhile purchase,4,Only One From The 30s,1192406400,"10 15, 2007",set very early film series gritty s only rest last television phenomenon s set interesting character second film second last film feature series also worthwhile purchase 
AYCXML7R0Z36H,B009H3LN8Y,Cindy,"[0, 0]",This bluray arrived in great time from when I ordered it and the packaging was great  Did not have to worry about it being damaged  Bradley Cooper is excellent in this movie But I am a huge Bradley Cooper fan  Would recommend this movie to anyone  Great date night movie at home  Would recommend this and this company to anyone Great product and service as always,5,The Words - Blu-ray,1362528000,"03 6, 2013",bluray great time packaging great not have worry excellent movie huge fan recommend movie anyone date night movie home recommend company anyone product service always 
A1U42QEX8K7CWM,B000L43PGQ,Jon W. Brodey,"[0, 0]",If you dont know very much about sleeper cell then you will be in for a big surprise I recommend that you buy both season one and two right now It is written through the terrorists eyes Great writing acting composing and stunt work has made the entire series a favorite of mine The extras such as Directors Commentary are fascinating I personally enjoy the films detail towards editing and music throughout the entire series It is not a sleeper So buy it,5,"""sleeper cell"" is no sleeper",1296950400,"02 6, 2011",know very much sleeper cell then be big surprise season right now composing stunt work entire series favorite mine such personally music entire series not sleeper buy 
ATKJWYM74ID6L,1571323767,"Carol L. ""shopqueen""","[0, 0]",First I must be honest  say that I do NOT like Barney My son does like this DVD He has learned alot of songs  certainly enjoys it,5,My son likes it & that is what counts,1205971200,"03 20, 2008",First be NOT son alot certainly 
AX0XUNPH0ANTR,B008N25X7M,"Samuel Augustus Jennings ""Samuel Augustus Jen...","[1, 4]",Bad Boy Street is a lightweight boring romantic farce  Lazy dialog and unconvincing characters make this limp story hardly worth watching unless u r truly bored with nothing better to do,3,lightweight & boring,1385510400,"11 27, 2013",lightweight boring romantic farce dialog unconvincing limp story hardly worth u r truly nothing better do 
A2F9ZO7ZR4L3JW,630027120X,Jackson,"[0, 0]",This is DeNiro at his classic best In some ways this film reminds me of Herzogs Fitzcaroldo even though there are significant differences between the two A great story and great acting,5,One of the best,1371081600,"06 13, 2013",classic film even significant great story great acting 
A1WBRD0IDA97MS,B00003CXUP,"M0rr1gan ""merseian""","[0, 0]",Its a shame that Valentine is the first bigscreen appearance of David Boreanaz that I know of because its one of the more dismal offerings in the postmodern slasher flick genre  I noticed in the credits that quotValentinequot is based on a book and I can only wonder about it given the hogwash the film turned out to beIf this chap Jamie Blanks is such a fan of the genre he sure doesnt show it since he ignores both the tricks of the genre and innovative twists on them  Cupid or Jeremy Melton or whatever the masked killer is supposed to be called lacks the meance of even quotScreamsquot Ghostface let alone one of the titans like Michael Myers  Blanks dispenses with the ways in which said menace can be established as well as the ways in which Scream turned the nature of the killer on its head by keeping the villain all too human  No reason why the killer wears a mask or kills the way he does is ever given  Further the killer seems to be something of an amateur taking lives in ways that are neither efficient horrifying nor ironic  The relationship established between Boreanaz and the killer in the final minute of the film is in turns both painfully obvious and a let down  Its too obvious for the films big star to have this relationshipThe character building of the five lead actresses is a nice touch but were never given a reason to care for them and thus never give a damn about what happens to them  The audience could identify with Jamie Lee Curtis or Heather Langenkamp all too well but with these ladies not at all  Its only the strong if unsympathetic preformances by these actresses and the high production vales which keep me from giving quotValentinequot a single starKeep trying Jamie  Michael and Jason and Freddie dont have anything to worry about just yet,2,A long ways to go...,1025049600,"06 26, 2002",shame first bigscreen appearance dismal postmodern slasher flick genre quotValentinequot book only wonder hogwash film beIf chap such fan genre sure show genre innovative killer be meance even quotScreamsquot let alone menace be as well nature killer head villain too human reason killer mask way ever killer be something amateur efficient ironic relationship killer final minute film painfully obvious too obvious big star have relationshipThe character building lead nice touch never reason care thus never damn audience identify too well not only strong unsympathetic high production single starKeep anything worry about just yet 
A2BWS0S0VJ5JFE,B000077VOW,"brenda ""open door""","[0, 0]",Ive read a couple of the previous reviews and most of them are correctly favorable  These dvds are great entertainment  I enjoy them more every time I listen to them  On one of ther reviewers who said Pavorati was only in one of the selections I wondered what he had been watching  Pavorati is very evident throughout all of the shows  Lets remember these are charity shows and I think the entertainers were encouraged to get out and have fun and try things they might not ordinarily do  Even if some of the efforts were lacking the joy and response of the entertainers to Pavorati etc were a delight  There is varity and wonderful entertainment  What more can a person look for,5,great entertainment,1191801600,"10 8, 2007",couple previous correctly favorable great entertainment time ther only very evident remember charity get out try not ordinarily do Even joy response etc delight varity wonderful entertainment person look 
A2ZVPXC2BPX4A0,B0001VL0K2,Clairabelle,"[0, 0]",best price for this thing better than any black friday deal you could find and my bf thought i spent way more than i did awesome deal,5,deal,1403481600,"06 23, 2014",price thing black friday deal find bf i spent way i awesome deal 
A1V6A298A3LKLW,B001EHDSRU,awesomep,"[8, 9]",Too much money for half a season for starters  Both disks played fine at first  After watching it a second time the second dvd wouldnt play  What a let down  Im still a fan of Rockos but I expect quality dvds  Five stars for Rocko but two stars for putting this show on DVDR,2,Not Happy,1231113600,"01 5, 2009",Too much money season fine first second time second dvd wouldnt play let still fan quality show 
AHKJWFOCEV2DH,B0007GP7BY,"Edwina Putney ""booklady""","[6, 6]",This is a wonderful way for kids to learn nursery rhymes And they love the rock nrollhard rock music they listen to sing along Cute idea,5,Nursery rhymes rock with the times,1318636800,"10 15, 2011",wonderful way learn nursery rock nrollhard rock music along idea 
A1KD8NJPZ01R37,0783219458,doppelganger,"[0, 1]",The boardroom scene alone is worth admission Probably my favorite Carrey role I cried laughing a few times Though a little slapsticky its not over the top Liar Liar timeless,5,it hurts,1019260800,"04 20, 2002",boardroom scene alone worth admission favorite role few little slapsticky not top timeless 
A2KEKPMI3WQMPA,B000S1MMCK,"pancake_repairman ""pancake_repairman""","[0, 0]",contains spoilersnot as bad as The Damned Thing or The V Word this episode has a main character who isnt totally one dimensional i guess its conceptually a little reminiscent of Falling Down or Taxi Driver but there are so many monotonous scenes of the guy contorting his face from all the little sounds that bother him and all it leads up to is a contextless anticlimactic murder when a suicide would have made a lot more sense,3,Please enter a title for your review,1196985600,"12 7, 2007",as bad Damned Thing episode main character totally dimensional i conceptually little reminiscent so many monotonous guy face little bother contextless anticlimactic murder suicide have lot sense 
A518CRYX4QKAH,B00EI3YG0K,Bookworm936,"[1, 2]",I enjoyed the movie  It isnt going to win any academy awards nor did it bring anything new to the genre but it was enjoyable and held my interest  A singer has an affair and things start going wrong for her  It reminds me of Fatal Attraction meets Fear  I thought the acting and pacing was nice  You get a chance to get to know Hayle and see how she struggles with the death of her brother her insecurities and how it reflects in her music  I also enjoyed the music featured in the film That being said I was a bit disappointed that the movie dropped the suittie wearing fan stalker aspect  It would have been nice to have him be tied into her tormenter much like the other deaths that surround her  I dont want to say too much and ruin the movie but it is worth a watch,4,Stylish Fatal Attraction with Good Music,1382140800,"10 19, 2013",movie win academy bring anything new genre enjoyable interest singer affair wrong acting pacing nice chance get know see death brother music also music film bit disappointed movie suittie wearing fan stalker aspect have nice have be tormenter much other want say too much movie watch 
A2NW4O9BJLWDDY,B005FWO35Q,"Sgt Press ""Esipress""","[0, 0]",Not well acted actors acting like actors with a so so script  Wouldnt recommend to buy maybe for free it would be okay ,3,Bit Dull,1400976000,"05 25, 2014",Not well acted so so script recommend buy maybe free be okay 
APIW11UEPKIC2,6304198574,"morgoth ""we lamas are traditional enemies of ...","[1, 3]",Theysound is so so in term of output but the voices is HONESTLY the worst I have everseenDecent action but doesnt come close to saving this movie,1,warning:::The audio in this movie is done by a spanish studio,1141603200,"03 6, 2006",Theysound so so term output everseenDecent action close movie 
A3324GLFG9R2YE,B00000F3JB,Ogre,"[4, 5]",Totally decent flick which is in the quotwhere is it nowquot file  A crying shame since this flick deserves the whole DVD treatmentAlmost impossible to find even on video but if you can grab yourself a copy  Totally worth it,4,"RELEASE ON DVD, PLEASE!",1111363200,"03 21, 2005",Totally decent flick quotwhere nowquot crying shame flick whole treatmentAlmost impossible find even grab copy Totally worth 
A28GBLQSNZ8CJF,0790731541,"Jeff Brower ""jeff brower""","[0, 0]",If you want to see a classic movie about the start of the astronaut program and what it really takes to get into the astronaut program The Right stuff is for you This is a great movie all about the beginning of the space program and the astronauts that got it really rolling and also I really enjoy the part when all of the flyersastronauts break the sound barrier So this movie has a lot of history behind it  So if you want to see a great movie about the astronaut program and all This is the movie for you,5,A great movie to see all about the start of the astronaut program,1403568000,"06 24, 2014",see classic movie start astronaut program really get astronaut program stuff great movie beginning space program really also really enjoy part sound barrier So movie lot history So see great movie astronaut program movie 
A34Z2CB944LTZR,B00005JLWN,McAfee2000,"[0, 1]",Never saw this when it first came out I always wondered where GunFu  had came from Rather interesting take on socialism taken to the extreme,4,Great Movie,1388188800,"12 28, 2013",Never first always take socialism extreme 
A2GOGVE8UYBOAX,B00005JKZ2,Georgia Ayres,"[0, 0]",I have not seen this movie yet because of a stupid problem with my right foot If it is anything like it was on TV I know I will enjoy it completely I think Will Smith  Tommy Lee Jones did such a good job in the one I saw that I honestly dont think anyone else could do a better job,5,Men In Black DVD,1369872000,"05 30, 2013",not movie yet stupid problem right foot anything TV enjoy completely good job one honestly anyone else do job 
A3PHTB9X7B11XL,B000053VAO,C.A. Arthur,"[9, 11]",This is a fairly entertaining HBO film worthy especially because of Judi Dench who gives yet another first class performance  But the script is extraordinarily superficial and its moral overtone is tedious all that matters in life is to be young and have sex The Christian in the film is considered a loony  While the Olympia Dukakis character a many times married drunk is just a heck of a lot of fun  And so on  The flashbacks to the s are not at all persuasive especially the makeup  And the sound that tiny band produces is made in fact by a much larger group  The actors do pretty well at pretending to be musicians with the notable exception of Leslie Caron  Cleo Laines presence in the film is gratuitous and the camera should have avoided closeups  In short here is a happy silly predictable narcissistic flick worthy of HBO  Still Judi Dench is something to behold,3,Nostalgia,1184284800,"07 13, 2007",fairly entertaining film worthy especially yet first class performance script extraordinarily superficial moral overtone tedious life be young film loony many married drunk just heck lot fun so s not persuasive especially makeup sound tiny band fact much group pretty well be notable exception presence film gratuitous camera have short here happy silly predictable narcissistic flick worthy Still something behold 
ABE8YHLYSM15G,6305438137,Luke Killion,"[2, 2]",The Thin Red Line is one of my all time favorite movies Even though it is emblematic of what fighting was like in the Pacific its themes say a lot about life and mortality The idea if transcendence is very important in understanding the main character of Pvt Witt played by Jim Caveziel Witt bookends the story as it begins with him and as well as concludes The spiritual aspect is one of the driving messages brought home by director Terrence Malick who also wrote the screenplay based upon the James Jones novelFor most war movies this would not be easy to pull off as realistic depictions of battle rarely impart good feelings to the viewer Malick strikes a perfect balance between realism and a higher motif regarding the inner life of combat soldiers In the wrong hands this could come off as derived or sappy but Malick is definitely a master film maker This picture was the first movie he had made in  years since his pair of Seventies hits Badlands and Days of HeavenLike all good war stories this is an ensemble performance The better non fiction accounts of war usually  contain a good sense of teamwork and unit cohesion The different personalities that make up this film push and pull within the actions of Charlie company during the later stages of the battle for Guadalcanal Jones who was a veteran of Guadalcanal based his novel on the battles around the Matanikau River hill complexes in January of  Even though the Marines are given credit for winning the battle with their defense of the Henderson Airfield perimeter two Army division the rd and Jones th mounted the first successful offensive of the Pacific war on the ground with the combat depicted in this film Up to that point the actions on Guadalcanal had been primarily defensive for the MarinesThe cinematography created by Malick perhaps allowed this movie to be so realistic He shot some scenes on the actual battlefield at Guadalcanal but the main combat segment depicting the Hill  fight was done in Australia The towering vistas and lush tropical environment allow the viewer to really see the conditions that made the Pacific such a difficult war One of the aspects that makes this film so good is the emblematic nature of the fighting Even though it is meant to portray Guadalcanal the combat could be found in almost any island the Army fought in during the war from the Solomons New Guinea the Mariannas to the PhilippinesThe only other film about the war against Japan that compares is Spielberg and Hanks recent HBO Mini Series The Pacific There are many similarities but one is about the Marines the other the Army The Marine campaigns were much more about beachheads while the Army did most of its fighting inland against Japanese bunker complexes The Marines obviously had similar fights up in the hills but this film when compared to The Pacific is great study in the subtle differences between the two branches As witnessed here the Marines secured the beachheads and the Army were brought in as reinforcements once the fight moved off the shoreline According to Floyd Radike who fought with the th Division on Guadalcanal the other principal difference was the approach to clearing tough Japanese defenses The Marines favored a head long aggressive assault style while the Army used more artillery and recon based flanking moves The interplay between Nolte and Koteas is the perfect example of how these schools of thought converged Nolte is West Pointer but he clearly favors the Marine style of attackAnother difference is the structure of command of the Army shown here by Nick Nolte and Elias Koteas Nolte plays an overly ambitious Pattonesque Colonel while Koteas is the cautious and compassionate National Guard Captain who commands C company Their interactions says a lot about the ups and downs of fighting for a institution such as the US Army I found their scenes are some of the most realistic commentaries about the Pacific Army but they do not take up the majority of screen time In fact Malick does a masterful job of spreading the story out to cover all the characters created by Jones with equal attention Sean Penn is the cynical Company Sgt who along with Caveziel add some hard lessons about war Dash Mihok Ben Chaplin Arie Verveen Woody Harrelson and John Cusack round out the ensemble with a text book example of how the war was won with close quarter combat against fortified Japanese positions upon the grassy and jungle covered hills  Malick also added an amazing soundtrack complete with Melanesian choral chants,5,The best WWII movie from the Pacific,1397174400,"04 11, 2014",time favorite Even emblematic lot life mortality idea transcendence very important main character story as well spiritual aspect driving home director also screenplay war not be easy pull realistic battle rarely impart good viewer perfect balance realism motif inner life combat wrong come sappy definitely master film maker picture first movie pair good war ensemble performance non fiction war usually good sense teamwork unit different film push pull company later battle veteran novel hill Even credit battle defense perimeter division rd th first successful offensive war ground combat film point primarily defensive cinematography perhaps movie be so realistic actual battlefield main combat segment fight towering vistas lush tropical environment viewer really see difficult war film so good emblematic nature Even portray combat be almost island fought war only other film war recent many other much inland Japanese bunker obviously similar up film great study subtle here fight shoreline th other principal difference approach tough Japanese head long aggressive assault style artillery recon interplay perfect example thought clearly style attackAnother difference structure command here overly ambitious cautious compassionate company lot institution such realistic not take majority screen time fact masterful job story cover equal attention cynical add hard war round ensemble text book example war close quarter combat Japanese grassy jungle also amazing soundtrack complete Melanesian choral 
A23A88V9KKX4MN,B008220BLG,K. Shaw,"[0, 0]",cool movie nice twist on the living dead movies we know and love It is worth watching Im sure you will enjoy,4,a new twist,1371168000,"06 14, 2013",cool movie nice twist living dead worth Im sure enjoy 
A3BAJH4QW7LDWV,B00005JMWP,Nicholas A. Ziinojr,"[5, 6]",While not on the level of The Silence Of The LambsTakingLives is still a good catand mouse film noir thriller onits own termsSharply directed by DJ Caruso and wellwrittenby Jon Bokenkamp from Michael Pyes popular bookbacked by asolid production and brilliant editing by Anne VCoatesthefilm moves along briskly and works up a good head of suspenseThe performances are excellentwith Angelina Jolie and EthanHawke especially outstandingIts nice to see Hawke playing a real creep for onceThe movie has enough twists and turns to keep you interested thoroughoutNot as good as Mystic Riverbut worth watching,4,A good thriller,1155513600,"08 14, 2006",not level still good catand mouse film noir thriller termsSharply wellwrittenby popular asolid production brilliant editing along briskly good head suspenseThe excellentwith especially outstandingIts nice see real creep onceThe movie enough keep interested thoroughoutNot as good Mystic worth 
A1ZYIJ0ENKJ0A0,630497342X,They Wijnands,"[0, 0]",I have seen this movie  on the Perry Rodan Science Fiction manifistation on the RAI in Amsterdam together with my school companions when I was  years old on  November ,5,Seen once on the Scifict manifistation in Amsterdam,1403740800,"06 26, 2014",movie manifistation together school old 
A2PPUT5BL48C23,6301039475,rambo,"[0, 0]",this movie is a great thriller mystery and probably my favorite movie of all time teh screenwriter and actors are the best rip basil rathbone and watson we need you now in this era,5,mysterious,1314662400,"08 30, 2011",movie great thriller mystery probably favorite movie time teh screenwriter rip basil rathbone watson now era 
A1WSQZ1H2R512O,6305276927,"""danwwfecw""","[0, 0]",This was one of my favorite wrestlemanias of all time It took place at the Sky Dome in Toronto with the best main event of all time Ultimate Warrior VS Hulk Hogan and to top that it off it was also title for title which means who ever wins gets both the Intercontential and World Heavyweight Championships I wont till you the end but I will say it has a surprise ending,4,The Ultimate Video,989452800,"05 10, 2001",favorite wrestlemanias time place main event time top also title title ever end say surprise 
A12A8LU93A132U,6304981627,Steve,"[4, 7]",Being an American I have to say I like this version of the French classic better Most importantly the American version has slightly better plot elements that make more sense Maggie Nikita is also more vulgar which would suit an American teenager better It is also more action packed and has some great performances Other than some small changes and a major change in the finale this version follows the French version right down to the dialogue Not much in terms of extras even the production notes are short The video and sound are excellent I like both versions of the film French and American for what they each bring to the story,5,The American Nikita (A DVD review),972950400,"10 31, 2000",American say version French classic importantly American version slightly plot sense also vulgar suit American teenager also action great Other small major change finale version French version right down dialogue Not much even production short video sound excellent film French American bring story 
A14Z16YEVJ16JG,B001451HWU,Clayton B.,"[1, 3]",The previews for this movie made AVPR appear to be an utter triumph over the st Alien Vs Predator movieAppearOf course I was all hyped to see it and went to the theatre to watch and came out rather confused It sounded pretty good despite the cardboard voices and lines of the actors The music wasnt too bad the sound effects were pretty good and it generally sounded goodBut what did it look likeI dont knowYou see it may be just a wierd sick thing i built up in my mind as a child but it was my understanding that if you went to watch a movie YOU WERE SUPPOSED TO BE ABLE TO SEE ITThats why they called it a Moving Picture Its a picture that moves I saw no picture I saw no movement It was so dark I saw nothinWell thats not totally true I did see parts of the movie They werent overly interesting nor exciting but viewable But it seemed like once things actually did get interesting and you wanted to see what was going on it was night timeAnd no one turned on the lightsIn an interview on the lame special features of this the directors said more or less The original alien and predator movies used smoke or fog or steam or shadows to kinda hide the creatures otherwise you could see too much of them then they werent scary and it came down to a guy in a suitWell thenDONT COVER THEM IN DARKNESS COMPLETELYThe aliens are already black to begin with And the Predators are invisible Either use cgi to make them convincingish or just a guy in the suit You dont need to cover them so much The viewers will know theyre not totally brain deadAll in all just read other reviews if youre not satisfied with mine and if you want to watch it anyways then I dont blame you Despite the lighting issues its just mediocre A decent B movieAlthough Ive given good reasons why you really dont need to spend time watching thisSorry I meant not watching thisBut its up to you,3,"I think it was good, hard to tell though...",1276300800,"06 12, 2010",previews movie appear be utter triumph st course see theatre watch rather pretty good cardboard music too bad sound pretty good generally goodBut look likeI dont knowYou be just wierd sick thing i mind child understanding watch movie YOU picture picture movement so dark nothinWell not totally true see movie overly interesting exciting viewable like once actually get interesting see night timeAnd one lightsIn interview lame special original alien predator smoke fog steam kinda hide see too much then scary down guy suitWell thenDONT already black begin invisible use cgi make convincingish just guy suit need cover so much know theyre not totally brain deadAll just other youre not mine watch then blame lighting just mediocre decent good really dont need spend time thisSorry not thisBut 
A1I7QGUDP043DG,B00005JP60,"Chrissy K. McVay ""Writer""","[2, 2]",A comingofage film about the choices a family makes and the difficulty of dealing with the death of a loved one while living in a foreign land far from your comfort zone and extended family The film is linear taking us on the journey of a marriage between two strangers their adjustment to one another and how they grow as their Americanized children grow and push agaisnt their parents cultural values Many of the opposing values scenes are subtle which makes them more powerful in my opinion This movie based on the best selling novel by Jhumpa Lahiri is one I found endearing I suspect that my seventeen year old son only watched it because it featured Kal Penn Harold and Kumar go to White Castle but hes glad he saw it and appreciated Kal Penns ability to play a serious role with such heartChrissy K McVay  Author,5,Darling of a tale!,1201564800,"01 29, 2008",comingofage film family difficulty death loved living foreign land far comfort zone family film linear journey marriage adjustment grow push cultural subtle powerful opinion movie selling novel seventeen year old son only ability play serious role such heartChrissy 
A2LJKDPRVR907S,B00005Y7FO,Lisa Siegel,"[1, 1]",This has to be one of the best variety shows ever  How can one see better talent on one stage than this  And the musicals that were featured are of course wonderful  I loved the fact that the actors and actresses were actually acting out the scenessongs instead of doing a concert type show  If youre a fan of musicals buy this one  You wont regret it,5,Wonderful Array of Talent!,1061510400,"08 22, 2003",be variety ever see talent stage course wonderful fact actually instead concert type show youre fan regret 
A3DPT667EPSQ6I,6301996135,????????????????,"[0, 0]",I found this video exceptional in content It was informative and well presentedI learned facts about that era of the United States that I was not aware off Truly exceptional presentation,5,civil war rating,1381795200,"10 15, 2013",video exceptional content informative well presentedI era not aware exceptional presentation 
A3S9887MZFNNH1,6301103408,James Day,"[2, 2]",The beautiful Jennifer Rubin is back in familiar territory a year on from being drugged to death by Freddy Krueger in A Nightmare on Elm St  Dream Warriors This film is so very familiar to Nightmare  with its hospital setting and Freddylike Boogeyman Also eagleeyed viewers may recognise one doctor in this film who played a dream doctor in the original Nightmare On Elm StI personally enjoy s horrors like this even if they often seem chessy or ubergruesome Bad Dreams is an underrated gem of a horror film and the effects are NOT bad despite what Mr Professional critic at the top of the page may say Only you can really judge for yourself If youre a fan of Freddy or effects laden horrorsuspense then give Bad Dreams a try it also has a twist at the end which means at least some thought went into this script,4,Jennifer Rubin is still having...'Bad Dreams',1005436800,"11 11, 2001",beautiful back familiar territory year death film so very familiar hospital setting Also recognise doctor film dream doctor original personally s even often ubergruesome underrated gem horror film bad critic top page say Only really judge youre fan laden horrorsuspense then give try also twist end thought script 
